address,school_name,school_type,school_year
"980 Hammond Drive\nSuite 100, Atlanta, GA 30328",Argosy University-Atlanta Campus,Private for-profit,4-year
"350 North Orleans St, Chicago, IL 60654",Argosy University-Chicago Campus,Private for-profit,4-year
"8080 Park Lane\nSuite 400A, Dallas, TX 75231",Argosy University-Dallas Campus,Private for-profit,4-year
"1200 Lincoln St., Denver, CO 80203",Argosy University-Denver Campus,Private for-profit,4-year
"400 ASB Tower\n1001 Bishop Street, Honolulu, HI 96813",Argosy University-Hawaii Campus,Private for-profit,4-year
"636 East Brier Dr\nSuite 235, San Bernardino, CA 92408",Argosy University-Inland Empire Campus,Private for-profit,4-year
"100 Centerview Dr\nSuite 225, Nashville, TN 37214",Argosy University-Nashville Campus,Private for-profit,4-year
"3501 West Sunflower Avenue\nSuite 110, Santa Ana, CA 92704",Argosy University-Orange County Campus,Private for-profit,4-year
"2233 West Dunlap Avenue, Phoenix, AZ 85021",Argosy University-Phoenix Campus,Private for-profit,4-year
"1615 Murray Canyon Road\nSuite 100, San Diego, CA 92108",Argosy University-San Diego Campus,Private for-profit,4-year
"1005 Atlantic Avenue, Alameda, CA 94501",Argosy University-San Francisco Bay Area Campus,Private for-profit,4-year
"2900 31st Street, Santa Monica, CA 90405",Argosy University-Santa Monica Campus,Private for-profit,4-year
"5250 17th Street, Sarasota, FL 34235",Argosy University-Sarasota Campus,Private for-profit,4-year
"999 North Plaza Dr.\nSuite 111, Schaumburg, IL 60173",Argosy University-Schaumburg Campus,Private for-profit,4-year
"2601-A Elliott Avenue, Seattle, WA 98121",Argosy University-Seattle Campus,Private for-profit,4-year
"4401 North Himes Ave\nSuite 150, Tampa, FL 33614",Argosy University-Tampa Campus,Private for-profit,4-year
"1515 Central Parkway, Eagan, MN 55121",Argosy University-Twin Cities Campus,Private for-profit,4-year
"1550 Wilson Blvd.\nSuite 600, Arlington, VA 22209",Argosy University-Washington DC Campus,Private for-profit,4-year
"3800 St Lucie Blvd, Fort Pierce, FL 34946",Ari Ben Aviator,Private for-profit,2-year
"5631 E Speedway Blvd, Tucson, AZ 85712",Arizona Academy of Beauty Inc,Private for-profit,< 2-year
"4066 N Oracle, Tucson, AZ 85705",Arizona Academy of Beauty-North,Private for-profit,< 2-year
"6829 N 46th Ave, Glendale, AZ 85301",Arizona Automotive Institute,Private for-profit,2-year
"4425 W Olive Avenue Suite 300, Glendale, AZ 85302",Arizona College of Allied Health,Private for-profit,2-year
"4646 E Fort Lowell Rd Ste 104, Tucson, AZ 85712",Arizona School of Acupuncture and Oriental Medicine,Private for-profit,4-year
"7001 E. Williams Field Rd., Mesa, AZ 85212",Arizona State University at the Polytechnic Campus,Public,4-year
"4701 W Thunderbird Rd, Glendale, AZ 85306",Arizona State University at the West Campus,Public,4-year
"411 N. Central Avenue, Phoenix, AZ 85004","Arizona State University, Downtown Phoenix",Public,4-year
"Arizona State University at the Tempe Campus, Tempe, AZ 85287","Arizona State University, Tempe Campus",Public,4-year
"2020 S. Avenue 8E, Yuma, AZ 85365",Arizona Western College,Public,2-year
"2708 W Pine, Arkadelphia, AR 71923",Arkadelphia Beauty College,Private for-profit,< 2-year
"1621 Dr. Marting Luther King Dr., Little Rock, AR 72202",Arkansas Baptist College,Private not-for-profit,4-year
"109 N Commerce St, Russellville, AR 72801",Arkansas Beauty College,Private for-profit,< 2-year
"1061 Markham St, Conway, AR 72032",Arkansas Beauty School,Private for-profit,< 2-year
"5108 Baseline Rd, Little Rock, AR 72209",Arkansas Beauty School,Private for-profit,< 2-year
"200 E Washington Ave, North Little Rock, AR 72114",Arkansas College of Barbering and Hair Design,Private for-profit,< 2-year
"2501 S Division, Blytheville, AR 72316",Arkansas Northeastern College,Public,2-year
"1000 Iowa Street, Beebe, AR 72012",Arkansas State University-Beebe,Public,2-year
"2105 E. Aggie Road, State University, AR 72467",Arkansas State University-Main Campus,Public,4-year
"1600 South College Street, Mountain Home, AR 72653",Arkansas State University-Mountain Home,Public,2-year
"7648 Victory Blvd, Newport, AR 72112",Arkansas State University-Newport,Public,2-year
"Administration Bldg 200; 1506 N Boulder Ave, Russellville, AR 72801",Arkansas Tech University,Public,4-year
"3001 W Division, Arlington, TX 76012",Arlington Baptist College,Private not-for-profit,4-year
"901 Ave K, Grand Prairie, TX 75050",Arlington Career Institute,Private for-profit,2-year
"2301 N Collins Ste 100, Arlington, TX 76011",Arlington Medical Institute,Private for-profit,< 2-year
"11935 Abercorn St, Savannah, GA 31419",Armstrong Atlantic State University,Public,4-year
"1179 S Second St, Milan, TN 38358",Arnolds Beauty School,Private for-profit,< 2-year
"600 Roe Avenue, Elmira, NY 14905",Arnot Ogden Medical Center,Private not-for-profit,2-year
"1212 Jackson Street, Cincinnati, OH 45202",Art Academy of Cincinnati,Private not-for-profit,4-year
"1700 Lida St, Pasadena, CA 91103",Art Center College of Design,Private not-for-profit,4-year
"151 Broadway, Providence, RI 02903",Arthur Angelo School of Cosmetology and Hair Design,Private for-profit,< 2-year
"2600 John Harden Dr, Jacksonville, AR 72076",Arthur's Beauty College Inc,Private for-profit,< 2-year
"2000 North B St, Fort Smith, AR 72901",Arthur's Beauty College Inc-Fort Smith,Private for-profit,< 2-year
"2320 Washington Ave, Conway, AR 72032",Arthur's Beauty School Inc-Conway,Private for-profit,< 2-year
"2710 Commerce Circle, Pine Bluff, AR 70601",Arthur's Beauty School Inc-Pine Bluff,Private for-profit,< 2-year
"301 Gibraltar Drive\nSuite 1-A, Morris Plains, NJ 07950",Artistic Academy of Hair Design,Private for-profit,< 2-year
"6520 Wadsworth Blvd. #209, Arvada, CO 80003",Artistic Beauty Colleges-Arvada,Private for-profit,2-year
"16800 E. Mississippi Ave., Aurora, CO 80017",Artistic Beauty Colleges-Aurora,Private for-profit,2-year
"2978 N Alma School Rd Stes 1-3, Chandler, AZ 85224",Artistic Beauty Colleges-Chandler,Private for-profit,< 2-year
"1790 E Rte 66, Flagstaff, AZ 86004",Artistic Beauty Colleges-Flagstaff,Private for-profit,< 2-year
"2727 W. Glendale Ave. #200, Glendale, AZ 85051",Artistic Beauty Colleges-Glendale,Private for-profit,< 2-year
"441 Wadsworth Blvd, Lakewood, CO 80226",Artistic Beauty Colleges-Lakewood,Private for-profit,2-year
"8996 W. Bowles Ave. # E & F, Littleton, CO 80123",Artistic Beauty Colleges-Littleton,Private for-profit,2-year
"10820 N 43rd Ave Ste 12, Glendale, AZ 85304",Artistic Beauty Colleges-NW Phoenix,Private for-profit,< 2-year
"12827 N Tatum Blvd, Phoenix, AZ 85032",Artistic Beauty Colleges-Paradise Valley,Private for-profit,< 2-year
"402 E. Greenway Parkway\n#21\n28\n& 6, Phoenix, AZ 85022",Artistic Beauty Colleges-Phoenix North Central,Private for-profit,< 2-year
"410 W Goodwin, Prescott, AZ 86303",Artistic Beauty Colleges-Prescott,Private for-profit,< 2-year
"3811 E 120th, Thornton, CO 80233",Artistic Beauty Colleges-Thornton,Private for-profit,2-year
"3030 E Speedway Blvd, Tucson, AZ 85716",Artistic Beauty Colleges-Tucson,Private for-profit,< 2-year
"4343 N. Oracle Rd. # I, Tucson, AZ 85705",Artistic Beauty Colleges-Tucson North,Private for-profit,< 2-year
"3049 W 74 Ave, Westminster, CO 80030",Artistic Beauty Colleges-Westminster,Private for-profit,2-year
"4951-A Adamo Drive, Tampa, FL 33605",Artistic Nails and Beauty Academy,Private for-profit,< 2-year
"151 Lawrence Street, Brooklyn, NY 11201",ASA Institute of Business and Computer Technology,Private for-profit,2-year
"1 Macklem Dr, Wilmore, KY 40390",Asbury College,Private not-for-profit,4-year
"204 N Lexington Ave, Wilmore, KY 40390",Asbury Theological Seminary,Private not-for-profit,4-year
"320 E Ascension St, Gonzales, LA 70737",Ascension College,Private for-profit,2-year
"340 Victoria Rd, Asheville, NC 28801",Asheville-Buncombe Technical Community College,Public,2-year
"400 N Bluff Blvd, Clinton, IA 52733",Ashford University,Private for-profit,4-year
"1400 College Drive, Ashland, KY 41101",Ashland Community and Technical College,Public,2-year
"1783 State Route 60, Ashland, OH 44805",Ashland County-West Holmes Career Center,Public,< 2-year
"401 College Ave, Ashland, OH 44805",Ashland University,Private not-for-profit,4-year
"9600 SW Oak St\nSuite 400, Tigard, OR 97223",Ashmead College-Portland,Private for-profit,< 2-year
"2111 N. Northgate Way\nSuite 218, Seattle, WA 98133",Ashmead College-Seattle,Private for-profit,< 2-year
"5005 Pacific Hwy E Ste 20, Fife, WA 98424",Ashmead College-Tacoma Campus,Private for-profit,< 2-year
"1565 State Rte 167, Jefferson, OH 44047",Ashtabula County Joint Vocational School,Public,< 2-year
"7871 Westminster Blvd, Westminster, CA 92683",Asian American International Beauty College,Private for-profit,< 2-year
"7716 Hwy 271 S, Fort Smith, AR 72908",Askins Vo-Tech,Private for-profit,< 2-year
"6423 Stirling Road, Davie, FL 33314",ASM Beauty World Academy,Private for-profit,< 2-year
"170 Elm St, Enfield, CT 06082",Asnuntuck Community College,Public,2-year
"Road 8887 Km 11.9 San Anton Ward, Carolina, PR 00987",ASPIRA de Puerto Rico,Private not-for-profit,< 2-year
"1435 N Glenstone Ave, Springfield, MO 65802",Assemblies of God Theological Seminary,Private not-for-profit,4-year
,Assiniboine Community College,,
"310 Crown St, Brooklyn, NY 11225",Associated Beth Rivkah Schools,Private not-for-profit,2-year
"3003 Benham Ave, Elkhart, IN 46517",Associated Mennonite Biblical Seminary,Private not-for-profit,4-year
"1445 6th Ave, San Diego, CA 92101",Associated Technical College,Private for-profit,< 2-year
"1670 Wilshire Blvd, Los Angeles, CA 90017",Associated Technical College,Private for-profit,< 2-year
"500 Salisbury St, Worcester, MA 01609",Assumption College,Private not-for-profit,4-year
"350 Bernardsville Rd, Mendham, NJ 07945",Assumption College for Sisters,Private not-for-profit,2-year
"10180 Linn Station Rd Ste A200, Louisville, KY 40223",ATA Career Education,Private for-profit,2-year
"Paseo de La Atenas #101, Manati, PR 00674",Atenas College,Private not-for-profit,4-year
,Athabasca University,,
"6616 Beechmont Ave, Cincinnati, OH 45230",Athenaeum of Ohio,Private not-for-profit,4-year
"300 N Beaty St, Athens, AL 35611",Athens State University,Public,4-year
"800 US Hwy 29 N, Athens, GA 30601",Athens Technical College,Public,2-year
"10003 Technology Blvd. West, Dallas, TX 75220",ATI Career Training Center,Private for-profit,2-year
"2890 Northwest 62nd Street, Fort Lauderdale, FL 33309",ATI Career Training Center,Private for-profit,2-year
"3501 Northwest 9th Avenue, Oakland Park, FL 33309",ATI Career Training Center,Private for-profit,2-year
"6351 Boulevard 26\nSuite 100, North Richland Hills, TX 76180",ATI Career Training Center,Private for-profit,< 2-year
"7265 NW 25th Street, Miami, FL 33122",ATI Career Training Center,Private for-profit,2-year
"12440 Firestone Blvd Ste 2001, Norwalk, CA 90650",ATI College,Private for-profit,< 2-year
"1395 NW 167th Street, Miami, FL 33169",ATI College of Health,Private for-profit,2-year
"17821 E 17th St Ste 120, Tustin, CA 92780",ATI College-Tustin,Private for-profit,< 2-year
"6627 Maple Ave, Dallas, TX 75235",ATI Technical Training Center,Private for-profit,< 2-year
,Atkinson Graduate School of Management,,
"2605 Ben Hill Rd, East Point, GA 30344",Atlanta Christian College,Private not-for-profit,4-year
"2875 Breckinridge Blvd.\nSuite 700, Duluth, GA 30096",Atlanta Institute of Music,Private for-profit,< 2-year
"1630 Metropolitan Parkway\nSW, Atlanta, GA 30310",Atlanta Metropolitan College,Public,2-year
"2 Dunwoody Park South, Atlanta, GA 30338",Atlanta School of Massage,Private for-profit,< 2-year
"1560 Metropolitan Pky SW, Atlanta, GA 30310",Atlanta Technical College,Public,2-year
"5100 Black Horse Pike, Mays Landing, NJ 08330",Atlantic Cape Community College,Public,2-year
"Colton St. # 9, Guaynabo, PR 00970",Atlantic College,Private not-for-profit,4-year
"100 E Broward Blvd\nSuite 100, Fort Lauderdale, FL 33301",Atlantic Institute of Oriental Medicine,Private not-for-profit,4-year
"4700 Coconut Creek Pky, Coconut Creek, FL 33063",Atlantic Technical Center,Public,2-year
"338 Main St, South Lancaster, MA 01561",Atlantic Union College,Private not-for-profit,4-year
"325 Alpha Park Dr, Highland Heights, OH 44143",ATS Institute of Technology,Private for-profit,2-year
"8140 Auburn Rd, Concord Twp, OH 44077",Auburn Career Center,Public,< 2-year
"Auburn University Main Campus, Auburn University, AL 36849",Auburn University Main Campus,Public,4-year
"7440 East Drive, Montgomery, AL 36117",Auburn University-Montgomery,Public,4-year
"4525 Vineland Rd Ste 201B, Orlando, FL 32811",Audio Recording Technology Institute,Private for-profit,< 2-year
"2211 Riverside Ave, Minneapolis, MN 55454",Augsburg College,Private not-for-profit,4-year
"1350 Walton Way, Augusta, GA 30901",Augusta Area Dietetic Internship-University Hospital,Private not-for-profit,4-year
"608 Ponder Place Dr, Evans, GA 30809",Augusta School of Massage,Private for-profit,< 2-year
"2500 Walton Way, Augusta, GA 30904",Augusta State University,Public,4-year
"3200 Augusta Tech Drive, Augusta, GA 30906",Augusta Technical College,Public,2-year
"2001 S Summit Ave, Sioux Falls, SD 57197",Augustana College,Private not-for-profit,4-year
"639 38th St, Rock Island, IL 61201",Augustana College,Private not-for-profit,4-year
"2600 6th St SW, Canton, OH 44710",Aultman College of Nursing and Health Sciences,Private not-for-profit,2-year
"180 W. Grange Avenue, Milwaukee, WI 53207",Aurora St. Luke Medical Center School of Radiologic Technology,Private not-for-profit,2-year
"180 W. Grange Ave., Milwaukee, WI 53207",Aurora St. Luke's Medical Center-School of Diangostic Medical Sonography,Private not-for-profit,< 2-year
"347 S Gladstone Ave, Aurora, IL 60506",Aurora University,Private not-for-profit,4-year
"900 N Grand Ave, Sherman, TX 75090",Austin College,Private not-for-profit,4-year
"5930 Middle Fiskville Rd, Austin, TX 78752",Austin Community College District,Public,2-year
"7640 Guadalupe St, Austin, TX 78752",Austin Graduate School of Theology,Private not-for-profit,4-year
"601 College St, Clarksville, TN 37044",Austin Peay State University,Public,4-year
"100 E 27th St, Austin, TX 78705",Austin Presbyterian Theological Seminary,Private not-for-profit,4-year
"527 Central Ave, Albany, NY 12206",Austin's School of Spa Technology,Private for-profit,< 2-year
"Calle Munoz Rivera No.69, Caguas, PR 00625",Automeca Technical College,Private for-profit,< 2-year
"Calle Villa No.452, Ponce, PR 00731",Automeca Technical College,Private for-profit,< 2-year
"Carr.No.2 Km14.0 Hato Tejas, Bayamon, PR 00957",Automeca Technical College,Private for-profit,< 2-year
"Parque Industrial La Montana Km09 Edif932, Aguadilla, PR 00605",Automeca Technical College,Private for-profit,< 2-year
"114 Pickering Way, Exton, PA 19341",Automotive Training Center,Private for-profit,2-year
"900 Johnsville Blvd, Warminster, PA 18974",Automotive Training Center,Private for-profit,2-year
"1201 W Willow, Enid, OK 73703",Autry Technology Center,Public,2-year
"750 Beyer Way, San Diego, CA 92154",Avance Beauty College,Private for-profit,< 2-year
"3475 Plymouth Rd, Ann Arbor, MI 48105",Ave Maria School of Law,Private not-for-profit,4-year
"5050 Ave Maria Blvd, Ave Maria, FL 34142",Ave Maria University,Private not-for-profit,4-year
